date,natal_planet,transiting_planet,aspect,orb,natal_longitude,transit_longitude
2024-02-14,Pluto,Mercury,Semi-Square,1.54,271.3559,314.8151890268796
2024-02-14,Pluto,Mars,Semi-Sextile,0.4,271.3559,300.95770133158055
2024-02-14,North Node (Mean),Jupiter,Square,1.9,310.8165,38.91250172975346
2024-02-14,North Node (Mean),Neptune,Semi-Square,0.38,310.8165,356.1929780625901
2024-02-15,Sun,Moon,Trine,1.34,283.5142,42.17527530171601
2024-02-15,Sun,Neptune,Quintile,0.71,283.5142,356.22666681643045
2024-02-15,Moon,Mars,Sextile,2.83,4.5532,301.7265139079671
2024-02-15,Moon,Uranus,Semi-Square,0.3,4.5532,49.25005604675153
2024-02-15,Mercury,Mars,Conjunction,1.07,302.7943,301.7265139079671
2024-02-15,Mercury,Pluto,Conjunction,1.99,302.7943,300.8060118041337
2024-02-15,Venus,Moon,Quintile,0.08,330.2555,42.17527530171601
2024-02-15,Venus,Mars,Semi-Sextile,1.47,330.2555,301.7265139079671
2024-02-15,Venus,Pluto,Semi-Sextile,0.55,330.2555,300.8060118041337
2024-02-15,Mars,Saturn,Sextile,2.55,275.6008,338.14972825658907
2024-02-15,Mars,Uranus,Sesquiquadrate,1.35,275.6008,49.25005604675153
2024-02-15,Jupiter,Venus,Conjunction,1.01,299.5608,298.55263175816907
2024-02-15,Jupiter,Mars,Conjunction,2.17,299.5608,301.7265139079671
2024-02-15,Jupiter,Pluto,Conjunction,1.25,299.5608,300.8060118041337
2024-02-15,Saturn,Mercury,Bi-Quintile,0.72,171.7586,316.4804382102326
2024-02-15,Saturn,Uranus,Trine,2.51,171.7586,49.25005604675153
2024-02-15,Pluto,Mercury,Semi-Square,0.12,271.3559,316.4804382102326
2024-02-15,Pluto,Mars,Semi-Sextile,0.37,271.3559,301.7265139079671
2024-02-15,North Node (Mean),Moon,Square,1.36,310.8165,42.17527530171601
2024-02-15,North Node (Mean),Jupiter,Square,1.76,310.8165,39.051645951179324
2024-02-15,North Node (Mean),Neptune,Semi-Square,0.41,310.8165,356.22666681643045
2024-02-16,Sun,Neptune,Quintile,0.75,283.5142,356.26063317051916
2024-02-16,Moon,Mercury,Semi-Square,1.39,4.5532,318.1600194944148
2024-02-16,Moon,Mars,Sextile,2.06,4.5532,302.49574072845957
2024-02-16,Moon,Uranus,Semi-Square,0.29,4.5532,49.26724939737516
2024-02-16,Mercury,Venus,Conjunction,3.0,302.7943,299.7893922819959
2024-02-16,Mercury,Mars,Conjunction,0.3,302.7943,302.49574072845957
2024-02-16,Mercury,Pluto,Conjunction,1.96,302.7943,300.83586733280094
2024-02-16,Venus,Sun,Conjunction,2.96,330.2555,327.29933067047796
2024-02-16,Venus,Pluto,Semi-Sextile,0.58,330.2555,300.83586733280094
2024-02-16,Mars,Saturn,Sextile,2.67,275.6008,338.270318103966
2024-02-16,Mars,Uranus,Sesquiquadrate,1.33,275.6008,49.26724939737516
2024-02-16,Jupiter,Venus,Conjunction,0.23,299.5608,299.7893922819959
2024-02-16,Jupiter,Mars,Conjunction,2.93,299.5608,302.49574072845957
2024-02-16,Jupiter,Pluto,Conjunction,1.28,299.5608,300.83586733280094
2024-02-16,Saturn,Uranus,Trine,2.49,171.7586,49.26724939737516
2024-02-16,Uranus,Mercury,Semi-Sextile,1.16,349.3182,318.1600194944148
2024-02-16,Uranus,Mars,Semi-Square,1.82,349.3182,302.49574072845957
2024-02-16,Pluto,Moon,Bi-Quintile,0.39,271.3559,55.74753023688905
2024-02-16,Pluto,Mercury,Semi-Square,1.8,271.3559,318.1600194944148
2024-02-16,Pluto,Venus,Semi-Sextile,1.57,271.3559,299.7893922819959
2024-02-16,Pluto,Mars,Semi-Sextile,1.14,271.3559,302.49574072845957
2024-02-16,North Node (Mean),Jupiter,Square,1.62,310.8165,39.1931424449597
2024-02-16,North Node (Mean),Neptune,Semi-Square,0.44,310.8165,356.26063317051916
2024-02-17,Sun,Moon,Bi-Quintile,1.45,283.5142,68.9598247843537
2024-02-17,Sun,Neptune,Quintile,0.78,283.5142,356.29486578231837
2024-02-17,Moon,Mercury,Semi-Square,0.3,4.5532,319.85417514027773
2024-02-17,Moon,Mars,Sextile,1.29,4.5532,303.26537339882026
2024-02-17,Moon,Uranus,Semi-Square,0.27,4.5532,49.285297453448116
2024-02-17,Mercury,Venus,Conjunction,1.77,302.7943,301.0262408601069
2024-02-17,Mercury,Mars,Conjunction,0.47,302.7943,303.26537339882026
2024-02-17,Mercury,Pluto,Conjunction,1.93,302.7943,300.8655297753944
2024-02-17,Venus,Sun,Conjunction,1.95,330.2555,328.3090265504896
2024-02-17,Venus,Pluto,Semi-Sextile,0.61,330.2555,300.8655297753944
2024-02-17,Mars,Mercury,Semi-Square,0.75,275.6008,319.85417514027773
2024-02-17,Mars,Saturn,Sextile,2.79,275.6008,338.3911523470273
2024-02-17,Mars,Uranus,Sesquiquadrate,1.32,275.6008,49.285297453448116
2024-02-17,Jupiter,Sun,Semi-Sextile,1.25,299.5608,328.3090265504896
2024-02-17,Jupiter,Venus,Conjunction,1.47,299.5608,301.0262408601069
2024-02-17,Jupiter,Pluto,Conjunction,1.3,299.5608,300.8655297753944
2024-02-17,Saturn,Mercury,Quincunx,1.9,171.7586,319.85417514027773
2024-02-17,Saturn,Uranus,Trine,2.47,171.7586,49.285297453448116
2024-02-17,Uranus,Mercury,Semi-Sextile,0.54,349.3182,319.85417514027773
2024-02-17,Uranus,Mars,Semi-Square,1.05,349.3182,303.26537339882026
2024-02-17,Neptune,Mercury,Conjunction,2.66,322.517,319.85417514027773
2024-02-17,Pluto,Venus,Semi-Sextile,0.33,271.3559,301.0262408601069
2024-02-17,Pluto,Mars,Semi-Sextile,1.91,271.3559,303.26537339882026
2024-02-17,North Node (Mean),Moon,Trine,1.86,310.8165,68.9598247843537
2024-02-17,North Node (Mean),Jupiter,Square,1.48,310.8165,39.33695113305299
2024-02-17,North Node (Mean),Neptune,Semi-Square,0.48,310.8165,356.29486578231837
2024-02-18,Sun,Neptune,Quintile,0.82,283.5142,356.329351130368
2024-02-18,Moon,Venus,Sextile,2.29,4.5532,302.26317148298494
2024-02-18,Moon,Mars,Sextile,0.52,4.5532,304.0354023964328
2024-02-18,Moon,Uranus,Semi-Square,0.25,4.5532,49.304189400688664
2024-02-18,Mercury,Venus,Conjunction,0.53,302.7943,302.26317148298494
2024-02-18,Mercury,Mars,Conjunction,1.24,302.7943,304.0354023964328
2024-02-18,Mercury,Pluto,Conjunction,1.9,302.7943,300.8949873644428
2024-02-18,Venus,Sun,Conjunction,0.94,330.2555,329.3182358416244
2024-02-18,Venus,Pluto,Semi-Sextile,0.64,330.2555,300.8949873644428
2024-02-18,Mars,Mercury,Semi-Square,0.96,275.6008,321.5631434777792
2024-02-18,Mars,Saturn,Sextile,2.91,275.6008,338.51220659098186
2024-02-18,Mars,Uranus,Sesquiquadrate,1.3,275.6008,49.304189400688664
2024-02-18,Jupiter,Sun,Semi-Sextile,0.24,299.5608,329.3182358416244
2024-02-18,Jupiter,Moon,Bi-Quintile,1.7,299.5608,81.858375027386
2024-02-18,Jupiter,Venus,Conjunction,2.7,299.5608,302.26317148298494
2024-02-18,Jupiter,Pluto,Conjunction,1.33,299.5608,300.8949873644428
2024-02-18,Saturn,Moon,Square,0.1,171.7586,81.858375027386
2024-02-18,Saturn,Mercury,Quincunx,0.2,171.7586,321.5631434777792
2024-02-18,Saturn,Uranus,Trine,2.45,171.7586,49.304189400688664
2024-02-18,Uranus,Moon,Square,2.54,349.3182,81.858375027386
2024-02-18,Uranus,Mars,Semi-Square,0.28,349.3182,304.0354023964328
2024-02-18,Neptune,Moon,Trine,0.66,322.517,81.858375027386
2024-02-18,Neptune,Mercury,Conjunction,0.95,322.517,321.5631434777792
2024-02-18,Pluto,Sun,Sextile,2.04,271.3559,329.3182358416244
2024-02-18,Pluto,Venus,Semi-Sextile,0.91,271.3559,302.26317148298494
2024-02-18,North Node (Mean),Jupiter,Square,1.33,310.8165,39.483030344794585
2024-02-18,North Node (Mean),Neptune,Semi-Square,0.51,310.8165,356.329351130368
2024-02-19,Sun,Neptune,Quintile,0.85,283.5142,356.3640750303053
2024-02-19,Moon,Venus,Sextile,1.05,4.5532,303.50017840305225
2024-02-19,Moon,Mars,Sextile,0.25,4.5532,304.80581818736266
2024-02-19,Moon,Uranus,Semi-Square,0.23,4.5532,49.323913583103
2024-02-19,Mercury,Moon,Quincunx,1.7,302.7943,94.49299607501897
2024-02-19,Mercury,Venus,Conjunction,0.71,302.7943,303.50017840305225
2024-02-19,Mercury,Mars,Conjunction,2.01,302.7943,304.80581818736266
2024-02-19,Mercury,Pluto,Conjunction,1.87,302.7943,300.92422769037637
2024-02-19,Venus,Sun,Conjunction,0.07,330.2555,330.3269524894903
2024-02-19,Venus,Pluto,Semi-Sextile,0.67,330.2555,300.92422769037637
2024-02-19,Mars,Moon,Opposition,1.11,275.6008,94.49299607501897
2024-02-19,Mars,Uranus,Sesquiquadrate,1.28,275.6008,49.323913583103
2024-02-19,Jupiter,Sun,Semi-Sextile,0.77,299.5608,330.3269524894903
2024-02-19,Jupiter,Pluto,Conjunction,1.36,299.5608,300.92422769037637
2024-02-19,Saturn,Mercury,Quincunx,1.53,171.7586,323.2871535732808
2024-02-19,Saturn,Mars,Sesquiquadrate,1.95,171.7586,304.80581818736266
2024-02-19,Saturn,Uranus,Trine,2.43,171.7586,49.323913583103
2024-02-19,Uranus,Venus,Semi-Square,0.82,349.3182,303.50017840305225
2024-02-19,Uranus,Mars,Semi-Square,0.49,349.3182,304.80581818736266
2024-02-19,Neptune,Mercury,Conjunction,0.77,322.517,323.2871535732808
2024-02-19,Pluto,Sun,Sextile,1.03,271.3559,330.3269524894903
2024-02-19,North Node (Mean),Moon,Bi-Quintile,0.32,310.8165,94.49299607501897
2024-02-19,North Node (Mean),Jupiter,Square,1.19,310.8165,39.63133841426522
2024-02-19,North Node (Mean),Neptune,Semi-Square,0.55,310.8165,356.3640750303053
2024-02-20,Sun,Neptune,Quintile,0.88,283.5142,356.3990236537373
2024-02-20,Moon,Venus,Sextile,0.18,4.5532,304.7372567776917
2024-02-20,Moon,Mars,Sextile,1.02,4.5532,305.5766119655825
2024-02-20,Moon,Uranus,Semi-Square,0.21,4.5532,49.344458549120226
2024-02-20,Mercury,Sun,Semi-Sextile,1.46,302.7943,331.3351730557379
2024-02-20,Mercury,Venus,Conjunction,1.94,302.7943,304.7372567776917
2024-02-20,Mercury,Mars,Conjunction,2.78,302.7943,305.5766119655825
2024-02-20,Mercury,Pluto,Conjunction,1.84,302.7943,300.9532387052801
2024-02-20,Venus,Sun,Conjunction,1.08,330.2555,331.3351730557379
2024-02-20,Venus,Moon,Sesquiquadrate,1.66,330.2555,106.91060326904714
2024-02-20,Venus,Pluto,Semi-Sextile,0.7,330.2555,300.9532387052801
2024-02-20,Mars,Venus,Semi-Sextile,0.86,275.6008,304.7372567776917
2024-02-20,Mars,Uranus,Sesquiquadrate,1.26,275.6008,49.344458549120226
2024-02-20,Jupiter,Sun,Semi-Sextile,1.77,299.5608,331.3351730557379
2024-02-20,Jupiter,Pluto,Conjunction,1.39,299.5608,300.9532387052801
2024-02-20,Saturn,Mars,Sesquiquadrate,1.18,171.7586,305.5766119655825
2024-02-20,Saturn,Uranus,Trine,2.41,171.7586,49.344458549120226
2024-02-20,Uranus,Moon,Trine,2.41,349.3182,106.91060326904714
2024-02-20,Uranus,Venus,Semi-Square,0.42,349.3182,304.7372567776917
2024-02-20,Uranus,Mars,Semi-Square,1.26,349.3182,305.5766119655825
2024-02-20,Neptune,Moon,Bi-Quintile,0.39,322.517,106.91060326904714
2024-02-20,Neptune,Mercury,Conjunction,2.51,322.517,325.02641857860294
2024-02-20,Pluto,Sun,Sextile,0.02,271.3559,331.3351730557379
2024-02-20,North Node (Mean),Jupiter,Square,1.03,310.8165,39.78183471731387
2024-02-20,North Node (Mean),Neptune,Semi-Square,0.58,310.8165,356.3990236537373
2024-02-21,Sun,Mercury,Semi-Square,1.73,283.5142,326.78112777076774
2024-02-21,Sun,Neptune,Quintile,0.92,283.5142,356.4341842301661
2024-02-21,Moon,Venus,Sextile,1.42,4.5532,305.9744031483697
2024-02-21,Moon,Mars,Sextile,1.79,4.5532,306.3477761758663
2024-02-21,Moon,Uranus,Semi-Square,0.19,4.5532,49.365813780244636
2024-02-21,Mercury,Sun,Semi-Sextile,0.45,302.7943,332.3428970080885
2024-02-21,Mercury,Pluto,Conjunction,1.81,302.7943,300.9820094259523
2024-02-21,Venus,Sun,Conjunction,2.09,330.2555,332.3428970080885
2024-02-21,Venus,Moon,Quincunx,1.1,330.2555,119.15190714601579
2024-02-21,Venus,Pluto,Semi-Sextile,0.73,330.2555,300.9820094259523
2024-02-21,Mars,Venus,Semi-Sextile,0.37,275.6008,305.9744031483697
2024-02-21,Mars,Uranus,Sesquiquadrate,1.23,275.6008,49.365813780244636
2024-02-21,Jupiter,Moon,Opposition,0.41,299.5608,119.15190714601579
2024-02-21,Jupiter,Pluto,Conjunction,1.42,299.5608,300.9820094259523
2024-02-21,Saturn,Venus,Sesquiquadrate,0.78,171.7586,305.9744031483697
2024-02-21,Saturn,Mars,Sesquiquadrate,0.41,171.7586,306.3477761758663
2024-02-21,Saturn,Uranus,Trine,2.39,171.7586,49.365813780244636
2024-02-21,Uranus,Venus,Semi-Square,1.66,349.3182,305.9744031483697
2024-02-21,Pluto,Sun,Sextile,0.99,271.3559,332.3428970080885
2024-02-21,North Node (Mean),Jupiter,Square,0.88,310.8165,39.93448038871643
2024-02-21,North Node (Mean),Saturn,Semi-Sextile,1.94,310.8165,338.87644582955375
2024-02-21,North Node (Mean),Neptune,Semi-Square,0.62,310.8165,356.4341842301661
2024-02-22,Sun,Mercury,Semi-Square,0.04,283.5142,328.5514371590894
